"","text","emotion","polarity"
"1134","you are hilarious rich prick cant take a bit of booing yet calls women pigs and mocks someone with a disabilityloser","joy","positive"
"1135","more awesome frommeet yo tyla one of the models in their latest catalogue adinclusion diversity dis","fear","positive"
"1136","he is a boy with autismnot an autistic boy placing his disability first makes him seem like less of a person","joy","negative"
"1137","for your inconvenience","unknown","negative"
"1138","reject the lies dont let a physical disability stop youis a must readlifehack handicapable","unknown","negative"
"1139","parents with intellectual disability from a service perspective what would make a difference","unknown","positive"
"1140","really now you know how muslims african americans women lgbqt and person wdisability felt welcome to our world","unknown","positive"
"1141","be the queen bee this holiday season","unknown","positive"
"1142","remember when you publicly mocked a man for his disability","unknown","positive"
"1143","thanks for adding me to your deechatterdisability list","unknown","negative"
"1144","does this government want to punish us for being disabled","unknown","negative"
"1145","the latest the diversity rockstar dailythanks tolgbt disability","unknown","positive"
"1146","he must have some mental disability its impossible for someone without that to make the comments that he has","unknown","negative"
"1147","the way you go to medical school and your laughing with a stupid cunt who parred off someone amazing with a serious disability","surprise","negative"
"1148","traveling with a disability see the world prove whats possibletravel","unknown","positive"
"1149","i dont care about his mental capacity or disability he never belonged here we dont want him put","joy","positive"
"1150","and dont forget his impression of the disableddisability whatanidiot","unknown","negative"
"1151","disability well thats not at all concerning that a man with nuclear codes cannot see the obvious","unknown","negative"
"1152","new california law regarding disclosure of disability access compliancecommercial real propertycre leases","unknown","positive"
"1153","my view","unknown","positive"
"1154","me too ive been dying to see the showtickets are to expensive for someone like me who lives month to month on disability","joy","negative"
"1155","plz support the campaign passrpwdbill","unknown","positive"
"1156","thc disability texts amp images on physical amp cognitive disabilitydishist history","unknown","positive"
"1157","yeahbecause someone who mocks man with disability has moral high ground here","anger","positive"
"1158","ssdi is welfare whether thats good or bad private disability insurance is a whole other animal","joy","neutral"
"1159","no child should be afraid to go to school because theyre latino or africanamerican or muslim or because they have a","fear","negative"
"1160","help us go viral this sunday pm we need you","unknown","neutral"
"1161","the comments made about war vets apologize comments about the reporters disability apologize","anger","negative"
"1162","but he didnt do your research mocked the reporter not the disability","unknown","positive"
"1163","france censors video because people with down syndrome are featured being too happydisability equity","unknown","negative"
"1164","i dont care about his mental capacity or disability he never belonged here we dont want him put him in the hospital","joy","positive"
